business_prob,popup,survey
0.0334763804,0,0
0.0647379241,0,0
0.0001621803,0,0
0.1055141921,1,1
0.0652628613,0,0
0.0018512233,0,0
0.0007944801,0,0
0.2476581059,1,1
0.0002470872,0,0
0.0001332409,0,0
0.2382328148,1,1
0.1765886051,1,1
0.0663184493,0,0
0.0661713764,0,0
0.2139522723,1,1
0.1697774716,1,1
0.1506867923,1,1
0.3106102200,1,1
0.1574870146,1,1
0.0814740373,0,0
0.0009323813,0,0
0.0470526298,0,0
0.0000997681,0,0
0.0033354647,0,0
0.0003262439,0,0
0.0008886330,0,0
0.1813217831,1,1
0.0253288970,0,0
0.0050305878,0,0
0.1769478649,1,1
0.0002035972,0,0
0.0010293827,0,0
0.1540887016,1,1
0.0001332409,0,0
0.0313687937,0,0
0.0000997681,0,0
0.0791583365,0,0
0.0000433804,0,0
0.0000664556,0,0
0.1703697713,1,1
0.0000997681,0,0
0.0001621803,0,0
0.0000000000,0,0
0.0001621803,0,0
0.1502825880,1,1
0.0001621803,0,0
0.0753767309,0,0
0.0018775353,0,0
0.0395858258,0,0
0.0770256088,0,0
0.0904324418,1,0
0.0004454318,0,0
0.0956032110,1,1
0.2616211006,1,1
0.0545142445,0,0
0.0032725072,0,0
0.0002035972,0,0
0.2421390166,1,1
0.0233049993,0,0
0.2097738205,1,1
0.1098290114,1,1
0.0016699938,0,0
0.0695845340,0,0
0.0000000000,0,0
0.0033354647,0,0
0.0060208755,0,0
0.0013366071,0,0
0.0000000000,0,0
0.1982435471,1,1
0.0365005089,0,0
0.0709287319,0,0
0.0022078313,0,0
0.0000433804,0,0
0.0001332409,0,0
0.0000997681,0,0
0.0493878528,0,0
0.0003752019,0,0
0.0001815563,0,0
0.1816234133,1,1
0.0081886230,0,0
0.1830538652,1,1
0.0947114938,1,1
0.0000000000,0,0
0.0000077256,0,0
0.0000000000,0,0
0.0007519595,0,0
0.0407466529,0,0
0.1126784842,1,1
0.9692443265,1,1
0.0000997681,0,0
0.2246395134,1,1
0.1075425422,1,1
0.0132448697,0,0
0.2149640430,1,1
0.0027193771,0,0
0.1623087184,1,1
0.0079469137,0,0
0.0343302185,0,0
0.1041665300,1,1
0.0009323813,0,0
0.0000000000,0,0
0.0001746578,0,0
0.2568843962,1,1
0.0001332409,0,0
0.0578904535,0,0
0.0013366071,0,0
0.0586944296,0,0
0.0003964738,0,0
0.0001332409,0,0
0.0000000000,0,0
0.0001621803,0,0
0.0460555927,0,0
0.0001621803,0,0
0.0472939411,0,0
0.0600813648,0,0
0.0048240818,0,0
0.0000000000,0,0
0.0105131861,0,0
0.0141204856,0,0
0.0200185631,0,0
0.1757665397,1,1
0.0246597608,0,0
0.0000664556,0,0
0.0000997681,0,0
0.0321580416,0,0
0.0491478967,0,0
0.0003173105,0,0
0.0014336085,0,0
0.0002035972,0,0
0.0034835256,0,0
0.0000077256,0,0
0.0794887852,0,0
0.0059633423,0,0
0.0403969920,0,0
0.0032137856,0,0
0.0036765501,0,0
0.0001621803,0,0
0.0011587202,0,0
0.0002002725,0,0
0.2242334382,1,1
0.0617032946,0,0
0.0021197014,0,0
0.0004454318,0,0
0.0028997778,0,0
0.0000077256,0,0
0.0002964426,0,0
0.0003527365,0,0
0.0000953950,0,0
0.0425749992,0,0
0.0011102681,0,0
0.0933985878,1,0
0.0000000000,0,0
0.0000077256,0,0
0.0001332409,0,0
0.0006849251,0,0
0.0011253408,0,0
0.2166856942,1,1
0.0000000000,0,0
0.0000077256,0,0
0.0013366071,0,0
0.0658488324,0,0
0.1035327388,1,1
0.0000077256,0,0
0.0005124661,0,0
0.0994971489,1,1
0.0023901221,0,0
0.0011102681,0,0
0.0032137856,0,0
0.1002463480,1,1
0.0000000000,0,0
0.0625497563,0,0
0.2250880629,1,1
0.0009323813,0,0
0.0000664556,0,0
0.0002035972,0,0
0.0000000000,0,0
0.0006956735,0,0
0.0004194684,0,0
0.0326167677,0,0
0.0463028964,0,0
0.0033354647,0,0
0.1948372886,1,1
0.1849296018,1,1
0.0001621803,0,0
0.1476016215,1,1
0.0000997681,0,0
0.1510364995,1,1
0.3631864498,1,1
0.0000000000,0,0
0.0000000000,0,0
0.1108539799,1,1
0.0001944051,0,0
0.0022043949,0,0
0.0001746578,0,0
0.0001332409,0,0
0.0014450505,0,0
0.1834194388,1,1
0.7044278913,1,1
0.0320084682,0,0
0.0065412083,0,0
0.0664239938,0,0
0.0000997681,0,0
0.0007944801,0,0
0.0033354647,0,0
0.0892418265,1,0
0.1260239070,1,1
0.4045979845,1,1
0.0031161882,0,0
0.0000077256,0,0
0.0001646564,0,0
0.0000999284,0,0
0.1825683114,1,1
0.3731273078,1,1
0.0062161734,0,0
0.1798033470,1,1
0.1195397037,1,1
0.2911797526,1,1
0.1117524071,1,1
0.0060531347,0,0
0.0000433804,0,0
0.0000000000,0,0
0.0009890469,0,0
0.0536983626,0,0
0.0022078313,0,0
0.0002035972,0,0
0.1105719455,1,1
0.1915332866,1,1
0.0219096367,0,0
0.0016699938,0,0
0.0027193771,0,0
0.0001621803,0,0
0.0019219420,0,0
0.0002035972,0,0
0.0014450505,0,0
0.0000000000,0,0
0.0034835256,0,0
0.2977668918,1,1
0.0002166063,0,0
0.0241599177,0,0
0.0001676483,0,0
0.0001621803,0,0
0.0485227799,0,0
0.1491090402,1,1
0.1651171958,1,1
0.0117979082,0,0
0.0894294612,1,0
0.0064454230,0,0
0.0987689477,1,1
0.0363373768,0,0
0.0184741327,0,0
0.2449705704,1,1
0.0122812394,0,0
0.0000000000,0,0
0.0076552007,0,0
0.0011767684,0,0
0.0150536750,0,0
0.0274854914,0,0
0.1370214410,1,1
0.0003525627,0,0
0.0000997681,0,0
0.0001621803,0,0
0.0563249800,0,0
0.0001621803,0,0
0.0552245818,0,0
0.2420773293,1,1
0.0018775353,0,0
0.0001621803,0,0
0.1184973513,1,1
0.0000077256,0,0
0.0382015947,0,0
0.1169994420,1,1
0.0241599177,0,0
0.0022078313,0,0
0.1318150747,1,1
0.1669824171,1,1
0.1997719688,1,1
0.0926924021,1,0
0.0205952113,0,0
0.0335221012,0,0
0.0001691898,0,0
0.0714971713,0,0
0.0000000000,0,0
0.0697526932,0,0
0.0006697101,0,0
0.0002111383,0,0
0.2825764823,1,1
0.0010808103,0,0
0.0467987455,0,0
0.0676126779,0,0
0.0610901428,0,0
0.0819987879,0,0
0.0000000000,0,0
0.0003709235,0,0
0.0361289900,0,0
0.1053762046,1,1
0.0001676483,0,0
0.2028294445,1,1
0.0731089701,0,0
0.0025336498,0,0
0.0017854176,0,0
0.0003527365,0,0
0.0760145690,0,0
0.0002035972,0,0
0.0354728163,0,0
0.1521821786,1,1
0.0667894127,0,0
0.0000000000,0,0
0.0036052046,0,0
0.0002525552,0,0
0.0332204916,0,0
0.0000077256,0,0
0.0001332409,0,0
0.0002035972,0,0
0.0001621803,0,0
0.0000000000,0,0
0.2203092184,1,1
0.0471122570,0,0
0.0000000000,0,0
0.2940863517,1,1
0.1604524184,1,1
0.0647663215,0,0
0.2144657523,1,1
0.0001746578,0,0
0.0006441598,0,0
0.0002692948,0,0
0.0000997681,0,0
0.1405406208,1,1
0.0216975316,0,0
0.0001981292,0,0
0.1755015884,1,1
0.0024877195,0,0
0.0018408746,0,0
0.1332571364,1,1
0.0000664556,0,0
0.0001676483,0,0
0.0065616183,0,0
0.0001676483,0,0
0.1222556607,1,1
0.0000356549,0,0
0.0031038071,0,0
0.1382948018,1,1
0.1573367077,1,1
0.1935791012,1,1
0.0610163247,0,0
0.0249404331,0,0
0.0001332409,0,0
0.0481704559,0,0
0.0204363735,0,0
0.0185385552,0,0
0.0001357170,0,0
0.0000433804,0,0
0.0000664556,0,0
0.0907107375,1,0
0.2302667731,1,1
0.5822213733,1,1
0.0002035972,0,0
0.0531564514,0,0
0.9092389906,1,1
0.0219903623,0,0
0.0880216695,1,0
0.0000077256,0,0
0.0024904378,0,0
0.0000000000,0,0
0.0713220248,0,0
0.0228809580,0,0
0.0000000000,0,0
0.1716653414,1,1
0.0004454318,0,0
0.0000000000,0,0
0.0686496001,0,0
0.0230314124,0,0
0.0253075959,0,0
0.0079393301,0,0
0.0000433804,0,0
0.0000000000,0,0
0.0002525552,0,0
0.0481385385,0,0
0.1097286703,1,1
0.0060344424,0,0
0.0000000000,0,0
0.0000433804,0,0
0.1798508803,1,1
0.0000077256,0,0
0.0002166063,0,0
0.0027193771,0,0
0.0000664556,0,0
0.0000997681,0,0
0.0001621803,0,0
0.2826099195,1,1
0.0003939181,0,0
0.0241599177,0,0
0.0036052046,0,0
0.0001981292,0,0
0.2570510677,1,1
0.0165170739,0,0
0.0000000000,0,0
0.0000000000,0,0
0.0013480491,0,0
0.1601115055,1,1
0.0001981292,0,0
0.0004194684,0,0
0.0000000000,0,0
0.0000410381,0,0
0.1590600923,1,1
0.2343927399,1,1
0.0033354647,0,0
0.0002035972,0,0
0.0000077256,0,0
0.0004194684,0,0
0.0459522725,0,0
0.0001981292,0,0
0.0001621803,0,0
0.2132011216,1,1
0.0022078313,0,0
0.1336599567,1,1
0.0001621803,0,0
0.0020221040,0,0
0.0139967035,0,0
0.0000433804,0,0
0.1385626534,1,1
0.0000077256,0,0
0.1886979433,1,1
0.0000997681,0,0
0.0002035972,0,0
0.0203304453,0,0
0.0068896369,0,0
0.0002035972,0,0
0.0023901221,0,0
0.0000997681,0,0
0.0001332409,0,0
0.0704742938,0,0
0.0166151028,0,0
0.0963396835,1,1
0.0002035972,0,0
0.0015292785,0,0
0.0000000000,0,0
0.0700005341,0,0
0.0224111694,0,0
0.5319570955,1,1
0.0308509612,0,0
0.0154326629,0,0
0.0000077256,0,0
0.0100448303,0,0
0.1785460691,1,1
0.0146207021,0,0
0.0006956735,0,0
0.0456479955,0,0
0.0079696679,0,0
0.0000664556,0,0
0.0805938310,0,0
0.0002057405,0,0
0.0196064348,0,0
0.0658488324,0,0
0.2389124273,1,1
0.1187689368,1,1
0.0000000000,0,0
0.1427167277,1,1
0.1702379483,1,1
0.0388511189,0,0
0.0000664556,0,0
0.0010293827,0,0
0.1046881200,1,1
0.1364319824,1,1
0.0944296660,1,0
0.0000000000,0,0
0.0004454318,0,0
0.0076174923,0,0
0.0027193771,0,0
0.0000000000,0,0
0.0156389769,0,0
0.0086564856,0,0
0.1732726775,1,1
0.3395360864,1,1
0.0000997681,0,0
0.0000000000,0,0
0.0177958082,0,0
0.3154113763,1,1
0.0392107067,0,0
0.0001313439,0,0
0.0002035972,0,0
0.0002470872,0,0
0.1025948910,1,1
0.2905060617,1,1
0.0002035972,0,0
0.0048256004,0,0
0.0002516129,0,0
0.1732936414,1,1
0.5438165751,1,1
0.1555638833,1,1
0.3096558905,1,1
0.1030064523,1,1
0.3442073759,1,1
0.0008914815,0,0
0.0027193771,0,0
0.1319860761,1,1
0.0825263720,0,0
0.0008228263,0,0
0.0013480491,0,0
0.3695670198,1,1
0.1303052442,1,1
0.9585399683,1,1
0.0011587202,0,0
0.0001981292,0,0
0.0002035972,0,0
0.1337186187,1,1
0.0007627079,0,0
0.1503246773,1,1
0.1939789030,1,1
0.0004454318,0,0
0.4619965574,1,1
0.0096988956,0,0
0.0993223211,1,1
0.0955049002,1,1
0.0081886230,0,0
0.0029753912,0,0
0.0003262439,0,0
0.0009572872,0,0
0.0000000000,0,0
0.0267525132,0,0
0.0001287075,0,0
0.0060402017,0,0
0.0000997681,0,0
0.0383788044,0,0
0.0003619901,0,0
0.0466495143,0,0
0.1627381153,1,1
0.1651029056,1,1
0.0063132661,0,0
0.0000000000,0,0
0.0004454318,0,0
0.4177901671,1,1
0.0719239398,0,0
0.0006956735,0,0
0.0004007522,0,0
0.0002035972,0,0
0.1400850211,1,1
0.0984024252,1,1
0.1461816192,1,1
0.0096905867,0,0
0.0010293827,0,0
0.0000077256,0,0
0.0002470872,0,0
0.1372731786,1,1
0.1325451074,1,1
0.0000000000,0,0
0.0001621803,0,0
0.0000000000,0,0
0.0000000000,0,0
0.0002002725,0,0
0.0001287075,0,0
0.1068580980,1,1
0.0777892590,0,0
0.3441910038,1,1
0.0487507045,0,0
0.0020185024,0,0
0.1487857656,1,1
0.0949100768,1,1
0.2294991626,1,1
0.0747373585,0,0
0.1084700339,1,1
0.0007944801,0,0
0.0022078313,0,0
0.0000433804,0,0
0.0000433804,0,0
0.0001332409,0,0
0.0001332409,0,0
0.0002880110,0,0
0.1956152422,1,1
0.0014116710,0,0
0.3522991172,1,1
0.0384612916,0,0
0.2984469436,1,1
0.0000000000,0,0
0.0019751327,0,0
0.2978666905,1,1
0.0024877195,0,0
0.0000664556,0,0
0.1145926797,1,1
0.0077748478,0,0
0.0006956735,0,0
0.0000077256,0,0
0.1887968347,1,1
0.0491638928,0,0
0.0000000000,0,0
0.0000000000,0,0
0.0011587202,0,0
0.0004454318,0,0
0.2628220670,1,1
0.1693921509,1,1
0.0050057245,0,0
0.0387976342,0,0
0.0071150675,0,0
0.0632280880,0,0
0.1495781071,1,1
0.1236760053,1,1
0.0030710984,0,0
0.0763155810,0,0
0.0075835867,0,0
0.0000664556,0,0
0.0000000000,0,0
0.0001621803,0,0
0.3002715195,1,1
0.2212308344,1,1
0.0552206120,0,0
0.0000000000,0,0
0.1604733006,1,1
0.0231380404,0,0
0.1898199853,1,1
0.2839002262,1,1
0.0014116710,0,0
0.0404379622,0,0
0.3335741561,1,1
0.2364602717,1,1
0.0182788845,0,0
0.0007627079,0,0
0.0016041882,0,0
0.0016262799,0,0
0.0018408746,0,0
0.2084954455,1,1
0.1196316944,1,1
0.0820914367,0,0
0.0173283546,0,0
0.0011370067,0,0
0.1431562235,1,1
0.0000077256,0,0
0.0009323813,0,0
0.0000000000,0,0
0.1635800816,1,1
0.0172908524,0,0
0.0027193771,0,0
0.0000000000,0,0
0.0483410159,0,0
0.0000000000,0,0
0.0000000000,0,0
0.0000356549,0,0
0.0031317102,0,0
0.0056112815,0,0
0.1685853414,1,1
0.0002516129,0,0
0.0031107962,0,0
0.1376200890,1,1
0.0001332409,0,0
0.0001332409,0,0
0.0462972119,0,0
0.7058488525,1,1
0.0454497763,0,0
0.2794895308,1,1
0.0070356211,0,0
0.0000997681,0,0
0.0673892462,0,0
0.0848782208,0,0
0.1151343705,1,1
0.0000000000,0,0
0.0000664556,0,0
0.1451048032,1,1
0.0253075959,0,0
0.2093355454,1,1
0.1570814221,1,1
0.0084988367,0,0
0.0390085727,0,0
0.0179795479,0,0
0.0000000000,0,0
0.0000077256,0,0
0.0264136834,0,0
0.0051289412,0,0
0.0001691898,0,0
0.0024271078,0,0
0.0552571155,0,0
0.1569034206,1,1
0.0734941096,0,0
0.0024877195,0,0
0.0000000000,0,0
0.0478078685,0,0
0.2359591023,1,1
0.0849496582,0,0
0.0056011529,0,0
0.0000997681,0,0
0.0326806744,0,0
0.1358293751,1,1
0.0000000000,0,0
0.0000000000,0,0
0.0002035972,0,0
0.1751741212,1,1
0.0002035972,0,0
0.1810185328,1,1
0.0289686995,0,0
0.0004454318,0,0
0.0001621803,0,0
0.0016483574,0,0
0.0538305738,0,0
0.0001691898,0,0
0.2406907526,1,1
0.0002390530,0,0
0.0122303960,0,0
0.0001621803,0,0
0.0491638928,0,0
0.4146476725,1,1
0.0239496895,0,0
0.0241314614,0,0
0.0002880110,0,0
0.0001621803,0,0
0.0001621803,0,0
0.0001332409,0,0
0.0219077599,0,0
0.1578572021,1,1
0.0001332409,0,0
0.0180882990,0,0
0.0016483574,0,0
0.0545772195,0,0
0.1861271634,1,1
0.1428623855,1,1
0.1741861937,1,1
0.0002683525,0,0
0.0000664556,0,0
0.1647232988,1,1
0.2786478061,1,1
0.0041031109,0,0
0.0116765503,0,0
0.0000000000,0,0
0.0840292096,0,0
0.0046596027,0,0
0.0001621803,0,0
0.0000433804,0,0
0.3121819524,1,1
0.0001621803,0,0
0.1138974763,1,1
0.0000000000,0,0
0.3827600335,1,1
0.0000077256,0,0
0.0000000000,0,0
0.1887560173,1,1
0.0000000000,0,0
0.0000356549,0,0
0.0000433804,0,0
0.0010208190,0,0
0.0011217101,0,0
0.0907651418,1,0
0.0000433804,0,0
0.1265327382,1,1
0.0016699938,0,0
0.0001621803,0,0
0.0000000000,0,0
0.0001287075,0,0
0.0425432445,0,0
0.1593920294,1,1
0.0000000000,0,0
0.0000000000,0,0
0.0179833003,0,0
0.0042247900,0,0
0.1014852525,1,1
0.0493717222,0,0
0.0497770482,0,0
0.0001126419,0,0
0.0309589199,0,0
0.0000356549,0,0
0.0002035972,0,0
0.0154312402,0,0
0.0055521020,0,0
0.0948880110,1,1
0.0189161204,0,0
0.0000433804,0,0
0.0002692948,0,0
0.0780772692,0,0
0.0001746578,0,0
0.0118884125,0,0
0.1079100180,1,1
0.0046639501,0,0
0.0002111383,0,0
0.0001332409,0,0
0.0065032159,0,0
0.5758781417,1,1
0.0055399218,0,0
0.2068544032,1,1
0.0909618033,1,0
0.0002683525,0,0
0.0007944801,0,0
0.0759398424,0,0
0.2752637295,1,1
0.0059142209,0,0
0.1243951301,1,1
0.0014002291,0,0
0.0001621803,0,0
0.4315161200,1,1
0.0001332409,0,0
0.0000000000,0,0
0.0000433804,0,0
0.0388487263,0,0
0.1516797967,1,1
0.3783044880,1,1
0.0000077256,0,0
0.1366033015,1,1
0.0039207337,0,0
0.0007627079,0,0
0.0053590801,0,0
0.0006956735,0,0
0.0003709235,0,0
0.4344911192,1,1
0.0000000000,0,0
0.0094359348,0,0
0.1532953128,1,1
0.0461249736,0,0
0.0003939181,0,0
0.0001332409,0,0
0.0000077256,0,0
0.0923579967,1,0
0.0002525552,0,0
0.0499868031,0,0
0.0001621803,0,0
0.0000664556,0,0
0.0014450505,0,0
0.0000000000,0,0
0.1373214507,1,1
0.1594079960,1,1
0.0270456306,0,0
0.0003350546,0,0
0.0004194684,0,0
0.0000000000,0,0
0.0120494999,0,0
0.0001981292,0,0
0.0000000000,0,0
0.0001357170,0,0
0.0001358773,0,0
0.0000664556,0,0
0.0001332409,0,0
0.1213172499,1,1
0.0016041882,0,0
0.0000997681,0,0
0.0018302105,0,0
0.0004454318,0,0
0.0000000000,0,0
0.0009323813,0,0
0.0000664556,0,0
0.1631333850,1,1
0.0000664556,0,0
0.1965085815,1,1
0.1464504485,1,1
0.1559475443,1,1
0.0018775353,0,0
0.0042809371,0,0
0.0941379838,1,0
0.0000000000,0,0
0.0463492084,0,0
0.0001691898,0,0
0.0133252630,0,0
0.1261386956,1,1
0.0011269480,0,0
0.1581481543,1,1
0.0000997681,0,0
0.0291033593,0,0
0.0130324630,0,0
0.0023054287,0,0
0.0013032277,0,0
0.0101146290,0,0
0.0002111383,0,0
0.0000997681,0,0
0.1431959234,1,1
0.0078460843,0,0
0.1556493084,1,1
0.0547782163,0,0
0.0012557216,0,0
0.0000997681,0,0
0.0271430590,0,0
0.1664960417,1,1
0.0001621803,0,0
0.0000997681,0,0
0.0240984082,0,0
0.1718094597,1,1
0.0001746578,0,0
0.0125370582,0,0
0.0000664556,0,0
0.2506815349,1,1
0.0640932423,0,0
0.1192700638,1,1
0.0245038721,0,0
0.2160666002,1,1
0.1284518616,1,1
0.2336282960,1,1
0.1001251005,1,1
0.1343114360,1,1
0.0787830812,0,0
0.0076552007,0,0
0.0002525552,0,0
0.0002035972,0,0
0.0001024045,0,0
0.0016041882,0,0
0.0122666817,0,0
0.0009890469,0,0
0.0000000000,0,0
0.0325181008,0,0
0.0001332409,0,0
0.0000000000,0,0
0.0000433804,0,0
0.0101146290,0,0
0.0000433804,0,0
0.0001981292,0,0
0.0935219517,1,0
0.0117979082,0,0
0.1091268160,1,1
0.1726022942,1,1
0.0005848940,0,0
0.2915068993,1,1
0.0383999809,0,0
0.2405854045,1,1
0.0844059600,0,0
0.0014450505,0,0
0.0034964222,0,0
0.0114110077,0,0
0.0151774571,0,0
0.0759698534,0,0
0.0001621803,0,0
0.1597608624,1,1
0.1923849381,1,1
0.0662895450,0,0
0.1364591191,1,1
0.0000000000,0,0
0.0994654554,1,1
0.0004194684,0,0
0.0002035972,0,0
0.0254761921,0,0
0.0651807522,0,0
0.0104250411,0,0
0.0000077256,0,0
0.0001621803,0,0
0.0010293827,0,0
0.4008005891,1,1
0.1054917302,1,1
0.1005643251,1,1
0.0300524709,0,0
0.0679151536,0,0
0.0354232009,0,0
0.2747089147,1,1
0.1663369189,1,1
0.0003359969,0,0
0.0016699938,0,0
0.1953606241,1,1
0.0023054287,0,0
0.0000664556,0,0
0.0909804837,1,0
0.2870453874,1,1
0.0000000000,0,0
0.7688363584,1,1
0.1976935645,1,1
0.0000000000,0,0
0.0002390530,0,0
0.0000433804,0,0
0.0006441598,0,0
0.0000077256,0,0
0.1352404363,1,1
0.0000997681,0,0
0.0014116710,0,0
0.2498458221,1,1
0.0772763775,0,0
0.0477762200,0,0
0.2594022282,1,1
0.0910753663,1,0
0.1796288315,1,1
0.0059630827,0,0
0.0000077256,0,0
0.0002525552,0,0
0.0000664556,0,0
0.0000433804,0,0
0.0000997681,0,0
0.0119662969,0,0
0.0001691898,0,0
0.0013480491,0,0
0.0611059706,0,0
0.0001621803,0,0
0.1589019299,1,1
0.0000000000,0,0
0.2191776568,1,1
0.0126079971,0,0
0.0730582923,0,0
0.3607467504,1,1
0.1234252468,1,1
0.0806606375,0,0
0.5107397857,1,1
0.1228504288,1,1
0.0001621803,0,0
0.1980571955,1,1
0.1683204966,1,1
0.1631653289,1,1
0.0003350546,0,0
0.0001332409,0,0
0.1683998859,1,1
0.0140438079,0,0
0.2399581657,1,1
0.2668822344,1,1
0.1832390747,1,1
0.6503285318,1,1
0.1638085605,1,1
0.0000000000,0,0
0.2484354237,1,1
0.0001621803,0,0
0.0006956735,0,0
0.0000997681,0,0
0.1033030958,1,1
0.0710154640,0,0
0.0000997681,0,0
0.0000433804,0,0
0.0010175398,0,0
0.0000077256,0,0
0.0027193771,0,0
0.0013480491,0,0
0.2044918992,1,1
0.1473485023,1,1
0.0419914739,0,0
0.0000433804,0,0
0.0000000000,0,0
0.0000997681,0,0
0.1724730888,1,1
0.0000077256,0,0
0.0000000000,0,0
0.5100612944,1,1
0.0122682915,0,0
0.1336908350,1,1
0.0011885204,0,0
0.0461759809,0,0
0.0001621803,0,0
0.0549624672,0,0
0.0351029778,0,0
0.1823304691,1,1
0.0135821606,0,0
0.0001621803,0,0
0.0782010205,0,0
0.0060344424,0,0
0.0001332409,0,0
0.0301280575,0,0
0.0000000000,0,0
0.2012729163,1,1
0.0001746578,0,0
0.0000077256,0,0
0.1625987056,1,1
0.0223971823,0,0
0.2194311732,1,1
0.0001332409,0,0
0.3232643800,1,1
0.0001621803,0,0
0.1023190789,1,1
0.1614787521,1,1
0.0023901221,0,0
0.0741774618,0,0
0.0008335747,0,0
0.0813543456,0,0
0.0002683525,0,0
0.0920466346,1,0
0.0027193771,0,0
0.1128248286,1,1
0.0038723720,0,0
0.0000000000,0,0
0.0763499490,0,0
0.4586219936,1,1
0.0047156181,0,0
0.0023054287,0,0
0.0275943696,0,0
0.0105887833,0,0
0.0052521995,0,0
0.0000000000,0,0
0.0357264570,0,0
0.0120106898,0,0
0.0025336498,0,0
0.0060258689,0,0
0.0000000000,0,0
0.0000000000,0,0
0.0000997681,0,0
0.0192997722,0,0
0.0000000000,0,0
0.0196309553,0,0
0.0920712441,1,0
0.0002917602,0,0
0.1204384216,1,1
0.0000953950,0,0
0.0008335747,0,0
0.0000000000,0,0
0.0000997681,0,0
0.0003359969,0,0
0.0122666817,0,0
0.0011783757,0,0
0.0000077256,0,0
0.0016408490,0,0
0.0006956735,0,0
0.2005993260,1,1
0.0241895507,0,0
0.0024360524,0,0
0.0022078313,0,0
0.0001981292,0,0
0.0433004765,0,0
0.0025336498,0,0
0.1383844774,1,1
0.0192789350,0,0
0.0013366071,0,0
0.2312252328,1,1
0.0439451471,0,0
0.0018408746,0,0
0.0000000000,0,0
0.0000000000,0,0
0.0617920433,0,0
0.1434736880,1,1
0.0000000000,0,0
0.0002983105,0,0
0.1960107507,1,1
0.1973206647,1,1
0.0094867260,0,0
0.0000768533,0,0
0.1343488310,1,1
0.1578572021,1,1
0.0041275162,0,0
0.0233025396,0,0
0.0194601016,0,0
0.2090789737,1,1
0.0559973999,0,0
0.0001691898,0,0
0.0023901221,0,0
0.0001332409,0,0
0.0202075464,0,0
0.1502400160,1,1
0.0000997681,0,0
0.0000664556,0,0
0.1365118883,1,1
0.5592029942,1,1
0.0241599177,0,0
0.0612305437,0,0
0.0000000000,0,0
0.1927965706,1,1
0.0001357170,0,0
0.0360293648,0,0
0.0792441931,0,0
0.1508099987,1,1
0.0018408746,0,0
0.0061069996,0,0
0.0739414375,0,0
0.0011102681,0,0
0.1146351603,1,1
0.0002203368,0,0
0.0000000000,0,0
0.0320839057,0,0
0.0000077256,0,0
0.0059630827,0,0
0.0000000000,0,0
0.0236678139,0,0
0.0928979137,1,0
0.0641786204,0,0
0.1220431390,1,1
0.0088022791,0,0
0.0569602195,0,0
0.0000997681,0,0
0.1412723555,1,1
0.0801536099,0,0
0.0647250528,0,0
0.0474737138,0,0
0.0009323813,0,0
0.1078370279,1,1
0.0000000000,0,0
0.0456956513,0,0
0.0000077256,0,0
0.0000077256,0,0
0.0927719455,1,0
0.1053642816,1,1
0.0570812896,0,0
0.0011102681,0,0
0.0000433804,0,0
0.0565898283,0,0
0.0000664556,0,0
0.0002870687,0,0
0.0000997681,0,0
0.0000664556,0,0
0.1664053087,1,1
0.0001332409,0,0
0.0934638665,1,0
0.0476357036,0,0
0.0027193771,0,0
0.1084056283,1,1
0.0230418725,0,0
0.0001024045,0,0
0.0875358180,1,0
0.1618091027,1,1
0.1057749706,1,1
0.4997347163,1,1
0.0622698032,0,0
0.0511609209,0,0
0.1590513232,1,1
0.0627952249,0,0
0.1776041194,1,1
0.1130434759,1,1
0.0044651732,0,0
0.0008396962,0,0
0.0032137856,0,0
0.0007944801,0,0
0.2415116387,1,1
0.0892025590,1,0
0.0000308007,0,0
0.3377663053,1,1
0.0275952395,0,0
0.0000000000,0,0
0.0008914815,0,0
0.0000997681,0,0
0.0007685167,0,0
0.0008076113,0,0
0.1322410571,1,1
0.0006347606,0,0
0.0662163101,0,0
0.0016817369,0,0
0.1412790454,1,1
0.0000664556,0,0
0.0007111942,0,0
0.0859289340,0,0
0.0625708682,0,0
0.0001621803,0,0
0.1061403722,1,1
0.1337831704,1,1
0.0366648387,0,0
0.0000000000,0,0
0.0001332409,0,0
0.0367336826,0,0
0.0000000000,0,0
0.0011544812,0,0
0.0120178657,0,0
0.0001621803,0,0
0.0004454318,0,0
0.2289159895,1,1
0.0001332409,0,0
0.1257719662,1,1
0.0000766930,0,0
0.0002035972,0,0
0.0009838089,0,0
0.0000000000,0,0
0.0000997681,0,0
0.4051974893,1,1
0.2374051695,1,1
0.0022078313,0,0
0.0002516129,0,0
0.1689537507,1,1
0.0001357170,0,0
0.0280790475,0,0
0.1803728987,1,1
0.0001332409,0,0
0.3370529695,1,1
0.4223910780,1,1
0.0001024045,0,0
0.0064834154,0,0
0.1923422311,1,1
0.0165493704,0,0
0.0181750214,0,0
0.0557395006,0,0
0.0000000000,0,0
0.0000000000,0,0
0.0000077256,0,0
0.0326167677,0,0
0.0909560464,1,0
0.0000997681,0,0
0.0007627079,0,0
0.0002111383,0,0
0.2528422235,1,1
0.0329977003,0,0
0.0000000000,0,0
0.0894215034,1,0
0.0000000000,0,0
0.0107421671,0,0
0.0001621803,0,0
0.0006956735,0,0
0.0001621803,0,0
0.1192080502,1,1
0.0000077256,0,0
0.0023054287,0,0
0.0276524251,0,0
0.0000997681,0,0
0.0000664556,0,0
0.0002035972,0,0
0.0052747490,0,0
0.0814838670,0,0
0.0979820313,1,1
0.0051283763,0,0
